resource,row-count
80cde042e8bf5ac5fe1f9e3436825526dedceda6b3da62942f433fd40145e6ab,-1
810bcc5dff982c149487b3165777afeb4f3d000f4826edb8b3c88782e8cd4906,17
81e38899e7e04a506c4406843728bcd4fc0c0875a70dbf93abe9fbbeb8e2a7a8,27
826dcac57a4d16a35b9d95a8ca2323178cc5e158edda83b0f39908097cf1a7f9,54
82f630980e6dea13040c8bc2d88ba17f88ecfe7278ad25eabb51a88c33c6fb2d,-1
84fa1cddc55bfcc78ea57e9695adef175ed9ddd8013e2be98a473eb5b990b0aa,85
850e4aa49507b8efa53b6926d7a788721cdd20c5e1a4633541c366c63c7522c7,36
851e86686a6630a5ffdb9ec9b36688de6187680d9c5e00e5759c6a5f785bcfc7,-1
860b0f2226d5d98b8ab9821ff26c841d2d567ca89fc25f4c427a57d6f39c2904,-1
86167bb457c56ec6e4160e0df7ca208161bb11c443a1baf5e8bfae4ba2f1de8e,-1
861b110ca9fb6ce201b997d8c904056946a15f6e596400415558060fc0a7699a,-1
86bb3868c5c356653b0500af5473b79e99d6ed02a796d24714e4762625d7f172,-1
86dee119f806d0c7f62295e6aae502851827e848202c4e43e833126ed62773db,-1
86fb2f30b39697e5e5706eea57d7c2c36d703ad68c62d8dfc3a518f89d0fe976,25
872bf4b3637099c50e341407a4f2e66a30814314ab912c69664a058eed62f410,-1
87c06f10f2e4acf4de104fcd1b60b1335c73cdfdcb440ae9bbc1fbf4037b301a,66
880445bc3545e51d1c3c3d39ef6f4aed767ae945a4595523acc70c9956a7bec5,54
88092240a86eddb879c929afd526a715b570082b53c3b25d3e0b8df23523984c,-1
896ad2df77ffd84d30aa1041f96ac09bb151e01a06187ec5ed274eb1b9924deb,34
89732ebd34c83b45da34ab219524890ca6e156d6b41af40693c0c38735dfb7d1,29
8a5308d4b8e5c240e9120685c52b3b94e44e0c87dbf582eb09f6dfe928bb9d2a,99
8afca3f4ae34571ef8d863e117980d9b3c6d034f125d0b13c32b24fff8c98f9f,26
8b55573bf8b7e8977921bdfe77fadeb45f50c3a62bc8b6cdee8a6847449ced2c,98
8b6d181e5a6fdea85a9c83c889d6a9b5a2d03218e20552c9658c8fd883876615,-1
8b7de81eef4d65a2129fc0e549b2f7987a16c9604192cafb92294ee26dcd75b2,97
8b9fc963cf61e498b12b16c5012993e87193bb824d7b26cb03beac8b3a0eaed0,34
8cd2737491d4098bc4d7bbdd2b9b2b82d7636a14a9f9ce807e0d0b2eadfff0d8,21
8d05d6a50bf15add3cf538fcad97c5999dbc14a35c59ce867043488ae20f69de,77
8d701ad64b94c5ae2bb52c131d620b419be57c51a787f56de715a4da7efd3e99,-1
8d715e359d619a441690271c6c9ceed9bc3f43e5a12a8d500b581a4de65c5465,-1
8eab343a5835b21daa422a75854b00362529e26559453979a807285a40e18e56,23
8ed1928d72d46e293eefc00199dd82e514e492b9583cb2d97d5970d0993227dd,-1
9185def17394394ea716e5558e3a113fe77bc48357c0b7fe00aeef42f505bb65,1
9205559f67e6e40585bafdb6cc892392f39b9434b29012e8985f4eb8561995be,28
9221d7f66c1977039ef688e102960b64447f0a72f548744b24f687f8e643b115,28
9289ea7c60c72a64f8af3577d6a46d60a00f9df533d443c13f788c8c1e1ed3d5,-1
93264a2648d3dbbf4a154681831e006fb7ee7bbec0a46a4970285f4a847950e0,38
93da33cb203fda2a6f2866049b6a239c50804cba68446d538fcbcf8f23bc93d2,89
93f7961f5e90ed8e26b632353221a0cc955a70fdbe3b0130c3d70ef03c5bb356,102
94136556187523fd3317532075e3676acfbb588aa3c4e937bd696c18c567a104,119
942442c1cc0dddfd08740a74feb6ca286d1afde55bb5e0d87ada268c0df4aca0,30
95cc961f89e833cadf8b883eeca8bf361fb9bbae7481d1e3dfc6199a8893df30,29
964617aa91b0152ff3e8a90e896df6b4ebc95c4add8a5f7bbcccc4151109d360,10
9745c8ea5cb4e2fb4b4a4f766509318bbd0b95bde236e04f0ad42bd232b5ba10,-1
976158acf44056dd98b7952d6af92dbc4216b64a04327c7ffc1980f69ebe27f2,-1
9779f5ee93a1a9339028a66ce2d59ff2c62bdfd04e3cfa1e0804423408ae1067,-1
97875b7df30743cbe4c12bfb94057e1ad74ab97edcfa7b311cc25ab6e0c0cc1a,-1
979b021ba8105394ce212b88afcde56d0ccecb81d3f785df763ad7167f248d21,15
9889f0273db6a79ccc162a6da6935788c27dd34b970875c51a204d1915da5cc3,-1
98ff862128f89160bc588a38e45573c88b1123c4e7190fa395054350215ac4c2,34
9910dd4103ad4bbffccde59fb625d80a09c83657cb0444afa08725ed48746097,-1
99277f40bbf66b9345b6862e86323950d313e250b8cc34a559457f311b8c3849,6
9933fb8af06079613a66d7f88426cc1f2ae344ee5154f739a12cc5111c676fb4,-1
9990c3f46b50c3f193e4e174fc0825cca1e81d54ac366c76bcd88b0735391dd0,57
99c287b6e9f0b59b835722a9119ad12a1d9f50b9d169665f9c3d9f860dfb08df,-1
9a3ad29f571004785999d4d310a16ee47c6e318c628ec504f3740c2a781f0a1a,-1
9a482681cd5cceb96153db3dde34c251ca999eb4870c73d84f8c197a968f3489,17
9a4dbc5dfea6d37441ff4c088bbcd83950753fbf8c44a509024c38795771bdea,88
9a972e2f9839fb816ededaff219256fbf9a51b89e5dfbc9eb652c2f4ec3bdced,8
9a9cd03a86267330d3e237bc15cf867d30c39a3d2a7673483c334ef314abefa4,53
9b4bf51edb0fde008239fa4a284e2dcee2b3db7151f1a1407174fdfe481d21f8,184
9b7db413319f68ac759d356bf44a62e48e78ab1d7dcaf39b5f68977a5c31df32,27
9bd3f66080949054223825fbef170d5f00c7c1420b89964457009d4ddfc24131,46
9d0b2a97d543bc415e79c2b01029253764c04249c56b2147c2c64ac89f3b7adb,-1
9d7cdcaf52395105971506bbbfd96b88c46ed33eaadecebbc6b302e59da6cb54,159
9dedcde21217b9c64759356f71bde4fb89aa05028ff0450db93ff5c68c06f675,-1
9e63b86b2654beea49356ccf8cde06153f38adbfbb81a6412a3d0a691fa6ecc6,11
9eda46521c6188e0f32023eced61244627e72ba988f669e15478f90d5203780c,-1
9f19704ae1cded4c413dd836183eef54a4cc124a4a13fe167132f956ddd6ab3f,9
9fe78bed7e853a8e13011843dab52f6aa24b672a946f5db77f5fd605d711fc15,44
a01c35d0eba2ea1bc2bbb17bfdc602ab6f25573696e2f994b45cdd6f0e4289cf,29
a08a14445fb6c748bfb035a9f8ba40285af8862357a70cfacf14ad1db74b87d7,-1
a11c34820ff047d46acc20692d22a01bbaa4a7603831251989742a1fb277ebeb,-1
a2308e58ac12fd150bbd8b34eff1a29552a88e5d0a84abee6ed79048d25d183c,121
a23f2de23de444a9a71de1471aa2aed3ec7a8aa61c389c19218d2340b5870877,-1
a2751587f6c9df3a75ff4058b9460d616a0e533640684659662057a89217d8b2,-1
a2d37e0cbafbfe55f6c850743030d05f584cffeadc5099d4898affe635281fb0,8
a2f7bc4f819c31392aadd29c85f26f330b409bd429cf9193ddaf3d09f00e9cd5,43
a329a68d7f143184d9c03e4c00f82d2a3e1184040242f34e703f1629652777b0,25
a35c5896fb7a45845600cc174647477930ea07f326de797897a22cdde9975729,28
a384111bf3a98555ff38db0ad37fe7296a362587c5fedae09f0e28de990dc373,25
a3efc12b4374fc4d186f7998987cd390c269ce1c99ff3e43995a864ffa0cd03e,361
a42627cfea482a8ed81312034f8a6af8e4147bea6e1fac026e70619e2ecbd732,63
a44fbc1c106028e80b57584eae88eb46b6f328c152f0f136eb633e2214c87599,56
a45d01e8f582bde8a6dd5f67d5a253ba6e3f1aabfb55b77ea841d4418f43f481,14
a4a0239efc1fcba615cd294a21c5721e1b2c77a63d57e6eb1b982dafdf9a6386,24
a4a67c0666dfca856013c465b4be6974ff7228a32088c7fdb3cd608de93c1ccb,9
a521f3ce21689423001a5b7739a1a3f1f05ac746bf1819f875a4574513f5ebb5,46
a529f82cc722ae2e517cabedd55c091abdaf61ffa862fcc0262d5f0484417313,33
a630588f31fd860446d76f04b2197657f7176db697d08e32bfc7206ca766a713,286
a64c898d75a0c57e1f3566a2fc6e7f9bc1ee3bf70eb81895b61a8203c61ff746,53
a6c8009d84dac7b42810f774e7f67a8d6f26ec9ebb225633f8b11a0847c4e9cf,62
a6f17c3bc674d60391fc9a1ec361a45627435357916b3d707759bca130b8bc28,33
a76c78ac549894690f6c5d44fcfde2411f4ed1e2da2a6f96f5e3e8bb6d73bb74,-1
a845be601c6062d61bd171769d1ba3dcf806d7ce55eaf2450a9dd7cd1f3c3837,19
aa901532f1d0dedc317f50f8a9af1b47c921b909c2ec394bdd3ca6d3361d8ce3,-1
ac2672db671ee7edd4ab74b60d890a9afbf1d2ef9b2094a0bce91ef9775208a8,27
ac814e76b44ac80e419b942fc47f3f6a72e95e9d075197328cb15e533b22151a,49
ad2030e211cbb0f3b7b72d1739b25798620f8913d5615859116de41f21a4ff8a,31
adf8270cdde8dd059990e8fce07b6a6d352b21fca949fc9baf0ab679e7f4fb6b,24
aeb4df662edfb4a20857b3664a1ca3401c6475a8691537e380a13a23629a0854,18
aeb59f5940f30757a486a155a8ba7f03bd8d3ca4bdea45c2f0c06a38d84f5306,30
aeee3c7132caf1234a0a45deecce17dff25e0c65e24d71b16eb6704b59c8867e,82
af0c83a85b7a1514f94f320d7260b0be436cee2bcdc0866cfcbe6e1472dbf435,70
b06d184add7f4432fbcf0c7f784ad06e0a43190b2d46083f5eb3fd4be178b301,50
b0bcc17c0af4975a5f47dbb6d3a6c9802d17caec592de1ddd92fd4ff65d460c8,61
b1d501ea03462fca3e53fc4ad0df1fe23fdfc969fa47f2314d45fa88e991b436,76
b1e8885db8a23d0f7e7a08dd42741e331fbf0918ea1511116a9e58177dda32da,0
b2dd227bcfa1b85cd3e029fa91f222b5026bed2485e818974090931efa28f934,33
b3b9510516fceda5b468c63cf2e54371c051f2ad34d9a1e45b820294ef5e70fc,37
b52f316ea40b70523eb19efa59434a0fd64b5787a5528f3b56bb981aa8c81a26,62
b5cba9e1380a55b1599df756ca93de088ba994bb05bbefd9c2bdf1c4ab7440e0,631
b5ecb6a7bd91514876b460e1b4a19fe2a6225e24272d94393c08d6520a9ab31a,2
b6b44d88e5fa77e07b5f02ba0c49782ba6643e50fce9635ef24387be04b3cc1a,-1
b6ed0267c9db2903f719643ff3e153fbdf65894e33706a8a52280ce453e53ec3,80
b7451b9cd95a34bcf55cef1b9a044c2c07f75d92b2fd149517ffb1b5f7d1e4d0,27
b7eaf905d9a2ccaa9ec53bb8f15f2a9c52c06f679ea72a68f53fd552f6035248,-1
b812a6540b1f2bf1b10eae9c9626638042e167ec3de34aecbd34332101df0608,29
b8b3ddd50ffcdf945d8ebff7400d467ecc5dbf505c8ded1c08c55aa411b892f0,26
b92b605268348343fd28df66f6b4d5c16bde0f788ae89aae47772981fde6e132,77
b9e16839875701feda93824caff9436e6476d9fd752165056c1750bde6b9e991,45
bcab904083d9902ee1a9e49f4cf927f9e10edbc4e9cc496279230c79e106aa68,68
bcaf9d1205c901188d42fa43e9d9566232b54a1fb437546a03b66fa2553120c4,100
bdb8761a3efe999199cf6be196ea1d85a36c7d58987e2f208107e8086d36d9f6,17
be1804ddd8efc5b8cf980d7b46bda47a8e38a91aa0e678d856ebb1f1f6dbf1a7,20
be4239dcf59b4f7a52751625a6c35a93ca452b03fae658a15ccfb151b88f6591,-1
be9175e6cd2c7034b8338c26a0ff903fe578f81957b4311ee34c0301221a9aa1,14
bea1b5b3b6cf1191e83218616bbb3da7e988b81d3f1241d3b275080c1d38855a,114
bedb897fb5dcb787c0307cc21b9e3a56c1f4630f328ab4ec60bf04999dcf3104,-1
bee17947cd13d5206734ea43c83f026b766716add77109d7ddf01b936a74d8a3,25
bf1e0cb0b05bf86d1f2832714c8a991cfd77012b4c93432f0cf8069ccd028008,-1
bfdc37295f2b755cdc33960d9dc77b6b40f679b801f964fb384ae4c294cb2a88,130
bfff100d0bdfd47d0a2ed640ee53b9c847f9005917a7561a4f058f77b86608a3,-1
c0f874ac423d633e2fb43f9c547cdd2642338e96ec4e10d746987ac4a04d0df4,-1
c25f8b97bd93f47ed272489a7be50e98514ec5affb1f9879fe434b1dde03b00e,20
c30380bab6d801a817bc21d3942cc14d90a1e60ba0da79464b4d6bd875529351,6
c4022cd5a2c4d5dea5cf97fa1dbe726d3d7729c3f2c7262612cb94233d7dcaa7,64
c4e8246840c06115b8b8887c439a83b1e97e464c654b0a4fa31d4acdbc3ac289,167
c6f2cc6c5d79f806ebdee3d81d0d4509a9219f34ec10c465c80d59b858815c1a,-1
c7151e07faf7ea4c334397523c85c1767d8e54a22fad053f7fd6ec8bfdf21f28,-1
c84876116a22210cb82eb5144dea2f94913745a11a6bd0a06e6f4ecbc15f643f,-1
c906cff32aaa59dc601f5ec819e3299dd44621b69cb6f402413eb9ed4b272eab,-1
c94e35967405344dd2fd4116f2705be22d222407eb82d5ef0b04b7aafa835f63,53
c9bfc4133f0e2192bc4b92f2717b6c04544d111bedb9e307985eac35426999e6,125
c9cc404f1e6297a2bd8d93a22d2c01eff0881a23b508b7ece061acc321fc2fdb,34
ca07622792737e34d0e8065a71ff36cb9113731547532e850841db5c7bc3f925,-1
cab8e3b767601dc0944e8f2b5232c270c72c368b84935816c27203cd0b0517e0,2
cad6d093dfa9167d539fd8f9d2539f726b39271c07979417f722bd3b438b91f9,-1
cb0af9b4b276cdc6c150ce187006009e235e057d83ad3f553d3f4c8bdc078509,30
cba797808f21e671a23f95cb446e37f08705b5de676b5dffc93cc9696516b854,-1
cbb91282b432b55301917b3bae8f36f5c2172a95f3ed516ebd560df9fbdbdfaf,24
cbc858fc5622ac1c18e4734d7fedaa32c67054e2d18bbff9bef93d46d24eb5ff,8
cbcbbf652fbbca0bfd4c30217988ac35528da82e353ae46855e8218120dde248,38
cc84216fa3981dc8b3ae5a193e2a4db169922496ef969aba1d46f3870e3cc6e8,-1
ccf1e5ed6b2f62728d94bed3665bbdd7381d736b94b28fd066a21fb96ee9f23d,44
cd075088f9481d6851dadc289d03ffcad6a8b995d16ea46458a603fa0a4573ae,-1
cd0c958ec2843364957c2fd9757151fdfb6659bb8e0d51e2bd98eaa7847df147,20
cd8c6b4aa33cb32a9a1107e1c3806900d377c0e2bb24621109aba5897c37c567,150
ce114f1347538d781297d0bb51c9c61c3eef70f2ec9387f89304d12dfe322bb0,104
cefaf045f0ed9528a787ec96ac349455ad8d92a0aa21003571c81037a43e2a2c,60
d02d9bc0a0d825ba4c7677fe10d886d72895241d0f1953c877de3de7e04511c0,279
d044b96116cc9d06732a919af514c5523aee0a02f6996d82348f235239654fde,34
d07e2c1bc437439fb00ca65b10544793b42cebc346d57373964fd91a631fafe9,73
d18a5d7db65828f8a84cc7b61f7ddc427e44944cb1ee9e258f80f1f961faebe9,34
d193f049f76d85c4935b3273ae2bb6801d626a58257aa854592ae50556b7f8ae,-1
d1cbdbdcf1535ff2514f1eca606873e4672de07cd46f08e9bbc8401ad29b1b93,216
d3a3166d06459a494d581986b58f338769405207a5838eddb38948ba0837326d,-1
d5049b03ac10ee85dc62fcb7126676754df97918c593f49b21b2aba2a9ffcb32,81
d53b23ab2844c9a7584292196e6c6e6a39f8836ac80d547958e45d1f0aae386b,-1
d56dd914b12ae51084410e3762ff925335bbef0e8541a218b8d9f9d536769ef5,32
d5f77b7006fb5c10cdbd994bce322392e307d432a7eb2a894131496cb8daa014,-1
d69676bea0cb8e0285cbe175679219157615e5232dcd5a2bc37825c1564330a3,-1
d71380c53df28e6835f27730ae381aa0379aef84a949e8606a5d8af3b74a0a46,-1
d74be23416420ced6f77a0048068cefbbbf8271de3e4a9baf7c5be38d65d2215,4
d7bd614f1d65f7066a4976cd4b7bddc55dc6b5654d5c394c738b77ba06721f26,26
d97433dedf916a7fcb41202c7c687c63c77a03e9601b242b20d6d0f9030a1de3,-1
da787466995e063f8e2c510c82b805cd1e28e229227540cc63287abe00bd2a18,50
da94c0b0e66d63c593b411964a7e1e3bebf0ab2f95ea1dce2a298d6eda704e22,98
da98a951d37e6a2fff10956c22c5fbbc0314e8304a002104a235db896b50fcec,54
dae00a2f84301c3729f72e7f035ae4de2d518b28264d1a890f2430040512027f,40
dbf4311e31af4e6dc52beee9de1c4fa092e0f630223d3534ca073535e360da4d,2
dc230135b24d4e1d175ba66c7e4f379bef82e832f7db19ebff8825b84ecfb516,39
dc82baecaaa896caff507c12a174fe9c7a2ff69b4693a93d9d4a91e511bd18ef,22
dcc576d823088e02d12f971c964623a92afe5b0825f60cbfd774087f1b83ca9e,1
dda69588484b738fc11766920157bf7dbed8bad220109da484a9f43dd4b6addc,-1
debc0d5bf94db70a816f0eaea1001e8bdc462db5ded561606e0ad606857e9a60,-1
e091db1ff7881f03430ff41d27ebb5603bd085be858e8d55f8b396fd7ab0ecea,-1
e151de92bb42a72ed4620b55ede559687f34c98752bd9446ad2390bddcd82834,-1
e21b0d16be74ebb9d581eeea422f5db66ee44767bff0037b8d10dd3fcc5fa452,33
e24ec54e7bcb5c01934afb3d7b12731f07c78778a19757e2000fe6d3d3605e3d,149
e2c1332237a2337864b5b94616fd45217dccf26c640722129d7e3a2c6b7cc303,-1
e30b4383fed7f88ab2ed9586bae5cda32d4f25d1c1e2bd19544dd640c006dbf8,-1
e32a19da9919183c94609d6f01101c754e6c19b8572e3b48b757098982524d39,-1
e4e2e37b5db85b963f1a791233fd60c3a87787c7064b31c68d01f9e5f2aa768f,0
e5626b915aa301b0d044cfb3844fb41a70ecb1b9a4606fc0b44efa8954a0d800,14
e7268439958dab26ff0cd7672bb0d7a6f87156b17e6f6b741ff1350a15a98c40,-1
e72da34990e03084c230ada05f4b0711da80da1330ca6b0a913c726ebb2c6693,38
e73efe7308c78be23577d3a9697556bfb08dd5f05e36950775f9f303152282b7,-1
e74aa67d877102504e1598111692480f8078944b8e542b46343d38e38027506c,-1
e80bc54cb7ce73b10d06baf069ba82982536f5a3bb1e85bac6364dc8e5d460b7,-1
e919e918e557d3ddcb1a4a843a902218b2b8ad76c429814650dea00d4b6efda5,35
e91a0e5bf7accaf40bb0bf4c1aa5c287c79ac9577db89034b99b482991936a56,62
ea0d0eb808d415aeff93b9b600217a766e8624d3c9a55cdab97cdb37188d6ffa,44
eb66e4540be788a73765aa6254fd0da1f961c9e902c0301a2cef2a7bbe9f402f,164
eb826f00e01b45dc51b4f179fc13c3f0b10230350b5133ff84f819ef8dd12ce0,37
eba7154272fb878308334ae6c4c5f38f5d9b27f10d5de5b781e55a67371737b2,213
ec1ff31625d546423b174d6e6eafca40efa4f10525199b0cbc6990ceb7d748a9,-1
ec43eb7f3d03d759e70506e9922d48f5bdabeda982f6fa7976bda9e963f8248b,-1
ed63897e8289c01e204e74cc1ff5bef1e1dd6eb4e63eabff1d91afa92954f7ff,-1
edc8e02a0556ad5e9edb1583a3227f8067bd28f52e85bf713008c0f690350eb5,1
edd61670e040f6e97b4fe276d890b06c01dd57102bfbb91d44661dbe84197c5f,44
ee170f533d2f2bfdbbd812d33b12c162c26edbb847d03ccb5008696cc8dbe654,27
ee2606824c50eeaa703b7cbd1c570e577b108f4212db783c490421e86805e6a4,-1
ef195009289d56406a80ec9704bf99364fd5d590cb707b6b9a440131b4aa4b41,14
ef2211e79256af7883d5038295f0b848d3279eca0ea0a757dd615cb9464b5bd4,-1
ef3de6b7ad0832dd8e26d33d1c91053ffa1f8ef56ba1544abc1493d0bc4eb791,-1
f08c464d27eac845c0eb5a3e62f28443c0292a2949223bb498dde310dd4ba0fe,63
f13ee809bf52e5e1a48da1b9f58bc8f3434ef838e12a86dc3a1ee73b09cb3e4c,13
f14b2fd2524272086e8c00ee6f30a90fb36585e873be0f0c28a2f8f480653e0f,-1
f14c68a28cde2f75a7cf2dbf67d91c861e0b33421139cb9da77f9941fb4a33c8,-1
f19782aef6adaa956ae2e4c28f69bd042ece9d7f5d6a5490e1e71fc636e4e249,-1
f1c4ddfc8fb3be6c90f97f4fb33c59fa6e6394a020a6ee2672522d381bcaaf6a,28
f1e218c96f99e378fdbaed9a426c6b44d0e7d3b5fec63e201625047643c6da74,41
f246d75236bbc81fe089b39d6ebf247c9191b9b28561282c47d773e7db6bab4c,-1
f25c1118c12b2de99473b8a5f7ff9919e2d0a3b18caff40f34e3607e33a303b0,46
f41d0d2a21b84ba59e143ce2e5639185bc7f2b7ecc4e9fb1f1224d31e15fd01b,55
f44ea24c62d1ebbe100ba73a24b22fa27da645d1c86f24cb2eadbba1794879d5,67
f4d10b88d4821840badd7660d4d082dc8b2265ee56f21eebb09d550a3ac9802d,97
f548f09d34f67ebcc13a9ac49a767efb5a2b42ad260eee5c39b0cd30a2121b40,34
f5674dc4ad613c5c8c20aa46c6bda8505968fe65f6598a227cc4f2511972a8ba,15
f6319e61890141afc80397b0ae6d3b4191ee34a5c1c949e83e58146127c04ec8,-1
f71f167a5a41162561300694c257c15fa064ccf9378e8cc99da98179960cef1d,50
f74836c2063424952ef12226d9b854fa79993b80090ae8b9e564c0c4636603cf,83
f78a113fe6d044c4476756d02fbfa80bfa165e538c36750bb5f2c6ce4dfacb69,87
f7ae35df6f6ba80754bf6ded01768a50b55ca6d8a8c10ed777b6dd3a00d849d7,38
f8766b3e470b5758549b4019bbc38e772643871076ad75e9b3d5d302b142d720,118
f8d416e4163ec753c8f90e500737ea115190b1263fcab97836bd4d9691ea0f27,-1
faf39c9af876daf8600c29d875acce3f8f8bc2abac75afa3bcab779b82b92526,21
fb5bf9a888b6cdf788db00e91696a3c4be24d664ab1ff45bdbdb9a04ccc7892b,30
fb922e16e6cfbb68f5d618b418e5773adf2cf6d48eaa8953685317e6667629e2,33
fbb2e387ccb2486b8bffb9545563a67bfc028d3c814f3763c2e08febb17088ac,38
fbc644c6344025bf4e8420537134c59d6f9d1cda7e5f1331d53121b8e8cb9174,25
fc0f9927f2efd16909f6ab730d32c3401f93042c3626e024939d71a2cd6e13a5,-1
fc89db4700bf514b11fdae92fd35803988c2f03d831b44796a57115885807f25,49
fcc3eadb11e1c253374bfe1cfd7f58e1826292203dfc96f234a6dfff99ed3c28,65
fd17b124866f1510cb7b55e2a01b5e59262781aab565a26242fc0f6e755e38e1,62
fe443fa80b877feec0fb9f9cc5476b30be6ea33505ebf9e1616c5c3c6844e6e0,48
fea579a9805f6b23a047035ac8bfa7857f3d30a98fff45205e49bfb2bea1877f,16
ff3eb8bccf873f1e2c9894121d498805c0722cb5c15c4e5b5db50201459899ea,-1
ffd2f47fb013b2f275ea036d765dc48eff82df91dc402219167db35d2dabfd4f,-1
